source,airline,flight_code,departure,arrival,duration,stops,price,timestamp
MakeMyTrip,IndiGo,6E 842,11:45,14:45,03 h,Non stop,7981,2025-12-28T23:45:55.520736
MakeMyTrip,IndiGo,6E 781,16:45,19:50,03 h 05 m,Non stop,7981,2025-12-28T23:45:55.654465
MakeMyTrip,Air India,AI 2415,09:30,12:25,02 h 55 m,Non stop,8083,2025-12-28T23:45:55.785251
MakeMyTrip,Air India,AI 2817,16:30,19:15,02 h 45 m,Non stop,8083,2025-12-28T23:45:55.906608
MakeMyTrip,Air India,AI 2600,17:00,19:55,02 h 55 m,Non stop,8083,2025-12-28T23:45:56.034400
MakeMyTrip,Air India Express,IX 1507,15:25,18:20,02 h 55 m,Non stop,8106,2025-12-28T23:45:56.162475
MakeMyTrip,Air India Express,IX 1056,22:20,01:15,02 h 55 m,Non stop,8106,2025-12-28T23:45:56.291549
MakeMyTrip,IndiGo,6E 2581,14:15,16:55,02 h 40 m,Non stop,8182,2025-12-28T23:45:56.423382
MakeMyTrip,Akasa Air,QP 1824,19:55,22:50,02 h 55 m,Non stop,8338,2025-12-28T23:45:56.561942
MakeMyTrip,IndiGo,6E 173,10:30,13:25,02 h 55 m,Non stop,8451,2025-12-28T23:45:56.691171
MakeMyTrip,IndiGo,6E 6188,13:00,15:55,02 h 55 m,Non stop,8451,2025-12-28T23:45:56.821924
MakeMyTrip,IndiGo,6E 176,14:15,17:10,02 h 55 m,Non stop,8451,2025-12-28T23:45:56.965056
MakeMyTrip,IndiGo,6E 6054,15:30,18:30,03 h,Non stop,8451,2025-12-28T23:45:57.100697
MakeMyTrip,SpiceJet,SG 760,14:25,17:15,02 h 50 m,Non stop,8472,2025-12-28T23:45:57.239333
MakeMyTrip,IndiGo,"6E 2343, 6E 6564",02:15,07:30,05 h 15 m,1 stop via Pune,8555,2025-12-28T23:45:57.378122
MakeMyTrip,Air India,AI 2485,10:30,13:20,02 h 50 m,Non stop,8969,2025-12-28T23:45:57.509897
MakeMyTrip,Air India,AI 2819,15:00,17:55,02 h 55 m,Non stop,8969,2025-12-28T23:45:57.644691
MakeMyTrip,IndiGo,"6E 850, 6E 6505",18:30,23:35,05 h 05 m,1 stop via Hyderabad,9087,2025-12-28T23:45:57.792167
MakeMyTrip,Akasa Air,QP 1335,14:50,17:35,02 h 45 m,Non stop,10000,2025-12-28T23:45:57.923162
